repo,metadata
github.com/StarterInc/OpenXLS,num_dependents_deps.dev:0
github.com/rgbutov/places-autocomplete,num_dependents_deps.dev:0
github.com/gariels/msgp,num_dependents_deps.dev:0
github.com/mseeley/finch,num_dependents_deps.dev:0
github.com/intel-go/nff-go,"criticality_score:0.318790,num_dependents_deps.dev:18"
github.com/xavax/xcore,num_dependents_deps.dev:0
github.com/blearjs/blear.utils.debug,num_dependents_deps.dev:214
github.com/dfreelon/news_extract,
github.com/jaz303/xson,num_dependents_deps.dev:0
github.com/OrekiSH/babel-plugin-vue-components,num_dependents_deps.dev:0
github.com/ryanramage/tale-plugin-youtube,num_dependents_deps.dev:0
github.com/pacowong/pypownet,
github.com/bhalle/client-python,
github.com/gismaker/mapfinal,num_dependents_deps.dev:0
github.com/DreamworldSolutions/dw-radio-button,num_dependents_deps.dev:0
github.com/derkan/db,num_dependents_deps.dev:0
github.com/Svtter/JsonChecker,
github.com/Dan-Kovalsky/react-native-star-html-print-library,num_dependents_deps.dev:0
github.com/jonschlinkert/script-tags,num_dependents_deps.dev:0
github.com/snowyu/npm-command.js,
github.com/devongovett/pixel-stream,num_dependents_deps.dev:54
github.com/andersource/balanced-splits,
github.com/OCA/product-attribute,
github.com/onsetinc/onpage-hub-api-client-nodejs,
github.com/oyve/barometer-trend,num_dependents_deps.dev:0
github.com/suguby/classy_xlsx,
github.com/jshmSimon/chattest,
github.com/lezer-parser/lr,num_dependents_deps.dev:56
github.com/sapics/request-country,num_dependents_deps.dev:0
github.com/jacksonmsantana1/IO,num_dependents_deps.dev:0
github.com/n2liquid/mohawk,num_dependents_deps.dev:0
github.com/lussatech/react-native-user-onboard,num_dependents_deps.dev:0
github.com/sangcz/vue-picture-viewer,num_dependents_deps.dev:0
github.com/ef-carbon/promise,num_dependents_deps.dev:0
github.com/cjayross/riccipy,
github.com/endremborza/jkg_evaluators,
github.com/courajs/docker-container-id,num_dependents_deps.dev:28
github.com/hayesall/rnlp,
github.com/unasuke/udpbench,num_dependents_deps.dev:0
github.com/foobarhq/react-intl-csv,num_dependents_deps.dev:0
github.com/hobbyquaker/persist-path,num_dependents_deps.dev:62
github.com/endlessjs/elasticsearch-easypeasy,num_dependents_deps.dev:0
github.com/castlegateit/jquery-truncate,num_dependents_deps.dev:0
github.com/mobify/readmeio-sync,num_dependents_deps.dev:0
github.com/gms1/HomeOfThings,num_dependents_deps.dev:0
github.com/shortlist-digital/tapestry-lite,num_dependents_deps.dev:0
github.com/foldersjs/folders-ftp,num_dependents_deps.dev:0
github.com/galactic-packages/url-builder,num_dependents_deps.dev:0
github.com/brain113/tmag5170,num_dependents_deps.dev:0
github.com/neato-coding-challenge/tcp-client,
github.com/mashu-daishi/learningjs,num_dependents_deps.dev:0
github.com/ZSCDumin/AndroidDevelopmentSummary,num_dependents_deps.dev:0
github.com/tomlarkworthy/ctx-get-transform,num_dependents_deps.dev:0
github.com/Collabco/myday-deploy-app,num_dependents_deps.dev:0
github.com/signed/havoc,num_dependents_deps.dev:0
github.com/timheap/flask-saml2,
github.com/freearhey/iso-639-3,num_dependents_deps.dev:0
github.com/jduarter/babel-simple-replace-import-names,num_dependents_deps.dev:0
github.com/d6t/d6tpipe,
github.com/kanthetimanojsanjay/golang-basics,num_dependents_deps.dev:0
github.com/adonisjs/adonis-mail,num_dependents_deps.dev:2
github.com/mrseanryan/exif-orientation-examples-sr,num_dependents_deps.dev:0
github.com/angular/offline,num_dependents_deps.dev:0
github.com/dr-montasir/renewable,num_dependents_deps.dev:0
github.com/oerdnj/deb.sury.org,criticality_score:0.391410
github.com/orionsbelt-battlegrounds/achievements,num_dependents_deps.dev:0
github.com/Kross97/frontend-project-lvl2,num_dependents_deps.dev:0
github.com/mozjay0619/HMF,
github.com/anycable/anycable,"criticality_score:0.406320,num_dependents_deps.dev:12"
github.com/nayasis/basica,num_dependents_deps.dev:0
github.com/akalenuk/wordsandbuttons,criticality_score:0.355640
github.com/ElectricWizardry/say-hi,num_dependents_deps.dev:0
github.com/alexthedev/node-springboard,num_dependents_deps.dev:0
github.com/Quastrado/check_type_wrapper,
github.com/jvaclavik/react-native-toggle-picker,num_dependents_deps.dev:0
github.com/maykinmedia/djadyen,
github.com/Shortlyster/shortlyster-password,num_dependents_deps.dev:0
github.com/leventebalogh/lightningbox,num_dependents_deps.dev:0
github.com/davidjohnmaccallum/fs-zoomable-sunburst,num_dependents_deps.dev:0
github.com/Financial-Times/n-spoor-client,num_dependents_deps.dev:0
github.com/ystrdy/wrapper-loader,num_dependents_deps.dev:0
github.com/libenhailu/bookstore_oauth_library,num_dependents_deps.dev:0
github.com/fs02/go-todo-backend,num_dependents_deps.dev:0
github.com/artwizzcom/bbcode-async,num_dependents_deps.dev:0
github.com/vjdv/sitcontrols,num_dependents_deps.dev:0
github.com/kaskar2008/BaseModelTS,num_dependents_deps.dev:0
github.com/therealprof/stm32f042,num_dependents_deps.dev:0
github.com/cloudflare/py-mmdb-encoder,
github.com/wookieb/wake-on-lan-proxy,num_dependents_deps.dev:0
github.com/eseunghwan/tkcefview,
github.com/loganmartlew/react-toolchains,num_dependents_deps.dev:0
github.com/jumpserver/replay_uploader,num_dependents_deps.dev:0
github.com/botstudios/modmail.js,
github.com/wolfgangwazzlestrauss/numdump,num_dependents_deps.dev:0
github.com/lachlandk/chronos,num_dependents_deps.dev:0
github.com/noradle/noradle-protocol,
github.com/guyskk/eztea,
github.com/mdxprograms/react-do,
github.com/jiesutd/NCRFpp,criticality_score:0.301820
github.com/leimi/twitchflix,num_dependents_deps.dev:0
github.com/sindresorhus/p-timeout,num_dependents_deps.dev:79114
github.com/qiangyt/qnode-log,num_dependents_deps.dev:12
github.com/code-dot-org/remark-plugins,num_dependents_deps.dev:0
github.com/zombieJ/react-ssr-checksum,num_dependents_deps.dev:0
github.com/sous-chefs/apache2,criticality_score:0.520490
github.com/kopjenmbeng/kanggo_rest_test,num_dependents_deps.dev:0
github.com/jo/couchdb-bulk,num_dependents_deps.dev:0
github.com/jasongilholme/iconify,
github.com/via-profit-services/permissions,num_dependents_deps.dev:0
github.com/bug-hunters/oas3-tools,num_dependents_deps.dev:0
github.com/hornbill/goservicenowrequestimporter,num_dependents_deps.dev:0
github.com/jhermsmeier/node-dkim-key,num_dependents_deps.dev:8
github.com/larsrh/dotfilesctl,num_dependents_deps.dev:0
github.com/wcg-developers/phone-number-to-timezone,num_dependents_deps.dev:0
github.com/liujhfly/myPublish,num_dependents_deps.dev:0
github.com/radare/radare2-extras,num_dependents_deps.dev:0
github.com/ryan-rocketsoftware/newton-checkbox-tree,num_dependents_deps.dev:0
github.com/matteobruni/stats.ts,num_dependents_deps.dev:0
github.com/mikechip/markov-engine,num_dependents_deps.dev:0
github.com/node-modules/blowfish.js,num_dependents_deps.dev:0
github.com/williamluke4/pyEzviz,
github.com/blakeembrey/code-challenge-euler,num_dependents_deps.dev:0
github.com/AntNLP/antu,
github.com/3dmind/jest-sonar-reporter,num_dependents_deps.dev:20
github.com/Zemelia/simple-sticky-header,num_dependents_deps.dev:0
github.com/expr/irc-message-stream,num_dependents_deps.dev:0
github.com/ietf-tools/rfc2html,
github.com/siddhartha15/grpc-practice,num_dependents_deps.dev:0
github.com/staticmukesh/hdfs,num_dependents_deps.dev:0
github.com/jsmith/dot-worker,num_dependents_deps.dev:0
github.com/cuducos/twitter-cleanup,criticality_score:0.306700
github.com/verhovsky/squircle,
github.com/marketpsych/marketpsych,
github.com/andresdavid90/pizza-guy,num_dependents_deps.dev:0
github.com/mklement0/awf,num_dependents_deps.dev:0
github.com/oknors/comhttpus,num_dependents_deps.dev:0
github.com/Gozala/reactor-commonjs,num_dependents_deps.dev:140
github.com/jesseditson/superagent-relative,num_dependents_deps.dev:0
github.com/softwaremill/magnolia,num_dependents_deps.dev:235
github.com/jidn/lds-org,
github.com/plone/plone.recipe.zope2instance,
github.com/trd-clarkdwain/trd-box-sdk,num_dependents_deps.dev:0
github.com/haitaodesign/vue-cli-plugin-moor-commit,num_dependents_deps.dev:0
github.com/hanford/storybook-deploy,num_dependents_deps.dev:0
github.com/PendragonLore/shinkei,
github.com/doubleleft/hook-javascript-oauth,num_dependents_deps.dev:0
github.com/redplc/node-red-contrib-redplc-ntptime,
github.com/tiagostutz/simple-mqtt-client,num_dependents_deps.dev:0
github.com/bobvanderlinden/node-machinetalk,num_dependents_deps.dev:0
github.com/douglasnaphas/deletable-branches,num_dependents_deps.dev:0
github.com/woom/woom-admin,num_dependents_deps.dev:0
github.com/AdamMiltonBarker/TechBubble-Iot-JumpWay-NodeJS-MQTT,
github.com/bopen/mariobros,
github.com/herculesinc/credo.io-emitter,num_dependents_deps.dev:0
github.com/Augus1999/pyAQIplot,
github.com/blizzardzheng/fc-helper-connect,num_dependents_deps.dev:0
github.com/js-items/knex,num_dependents_deps.dev:0
github.com/fl16180/gtrends-tools,
github.com/tyolab/tyo-mq,num_dependents_deps.dev:0
github.com/eddow/vue-md-input-wrapper,num_dependents_deps.dev:0
github.com/eface2face/meteor-html-tools,num_dependents_deps.dev:2
github.com/soodoku/get-weather-data,
github.com/qpjoy996/nodebb-plugin-markdown-niuniu,num_dependents_deps.dev:0
github.com/cwchentw/mkg,num_dependents_deps.dev:0
github.com/aslansky/css-sprite,num_dependents_deps.dev:0
github.com/LN-Zap/py_lndconnect,
github.com/mneumann/gml-rs,num_dependents_deps.dev:0
github.com/mapmeld/profanity-pgp,num_dependents_deps.dev:0
github.com/Ataww/cronix,num_dependents_deps.dev:0
github.com/huanghaiyang/grunt-tasks-relation,num_dependents_deps.dev:0
github.com/cjongseok/fetch-coinmarketcap,num_dependents_deps.dev:0
github.com/mafintosh/find-msbuild,num_dependents_deps.dev:0
github.com/solnic/virtus,num_dependents_deps.dev:860
github.com/Nuctori/flask_wangEditor,
github.com/madnight/chessboard,num_dependents_deps.dev:0
github.com/Ermile/siftal,num_dependents_deps.dev:0
github.com/xzegga/ng2-knob,num_dependents_deps.dev:0
github.com/gmfawcett/secretenv,
github.com/edoburu/django-capture-tag,
github.com/crask/go-toml,num_dependents_deps.dev:0
github.com/assemble/grunt-init-ghpages,num_dependents_deps.dev:0
github.com/akuzko/get-lookup,num_dependents_deps.dev:10
github.com/lukes/ISO-3166-Countries-with-Regional-Codes,criticality_score:0.346290
github.com/shiruka/conf,num_dependents_deps.dev:114
github.com/pivotal-cf/cf-redis-smoke-tests,num_dependents_deps.dev:0
github.com/SchatzIO/sqlalchemy-clickhouse,
github.com/pixelastic/norska,num_dependents_deps.dev:131
github.com/tsbehlman/slim-cover,num_dependents_deps.dev:0
github.com/glacierbyte/webpagetest,num_dependents_deps.dev:0
github.com/vorburger/ch.vorburger.minecraft.osgi,num_dependents_deps.dev:0
github.com/FBerthelot/nuxt-cname-module,num_dependents_deps.dev:0
github.com/ettingshausen/theme-chalk,num_dependents_deps.dev:0
github.com/zhhe-me/java-cli-menu,num_dependents_deps.dev:0
github.com/kikura-yuichiro/exfs,num_dependents_deps.dev:0
github.com/oopcode/libkv,num_dependents_deps.dev:0
github.com/davecocoa/loggify,num_dependents_deps.dev:0
github.com/ndxbxrme/ndx-modified,num_dependents_deps.dev:0
github.com/andrasq/node-qrepeat,num_dependents_deps.dev:0
github.com/thebopshoobop/iter-range,num_dependents_deps.dev:0
github.com/hugeinc/component-carousel,num_dependents_deps.dev:0
github.com/IBM/ibm-cos-sdk-python-config,
github.com/frenck/python-ambee,
github.com/collective/collective.printview,
github.com/openfisca/openfisca-france-data,
github.com/jugnuagrawal/where-in-json,num_dependents_deps.dev:0
github.com/stevekinney/node-fake-email,num_dependents_deps.dev:0
github.com/rickhull/lager,num_dependents_deps.dev:0
github.com/Autarc/optimal-select,num_dependents_deps.dev:2
github.com/khamp/cordova-cookie-helper,num_dependents_deps.dev:0
github.com/josharian/bolt,num_dependents_deps.dev:0
github.com/begyy/ClickUz,
github.com/ywo/ywo-ftps,num_dependents_deps.dev:0
github.com/xuanye/plantuml-style-c4,num_dependents_deps.dev:0
github.com/vasilevich/react-fullscreen-crossbrowser,num_dependents_deps.dev:0
github.com/dokshor/guru_guru,num_dependents_deps.dev:0
github.com/Paraboly/react-native-information-card,num_dependents_deps.dev:0
github.com/Chieze-Franklin/bolt-internal-sockets,num_dependents_deps.dev:0
github.com/cjun714/go-image,num_dependents_deps.dev:0
github.com/brslv/scroll-progress,num_dependents_deps.dev:0
github.com/tony-tsx/cookiex-react-native-layout,num_dependents_deps.dev:0
github.com/buildparafin/parafin-node,num_dependents_deps.dev:0
github.com/jhs67/rrdjs,num_dependents_deps.dev:2
github.com/functional-income/fin,num_dependents_deps.dev:0
github.com/Polymer/vulcanize,num_dependents_deps.dev:52
github.com/chrisdunne/iamunused,
github.com/laba-do/node-sms-ru,
github.com/tomdyson/wagtail-purge,
github.com/validusa/terraform-module-versions,num_dependents_deps.dev:0
github.com/tripphamm/react-use-effect-with-comparator,num_dependents_deps.dev:0
github.com/PhilipF5/json4tsql,num_dependents_deps.dev:0
github.com/Azure/generator-az-iot-gw-module,num_dependents_deps.dev:0
github.com/deeprjs/deepr,num_dependents_deps.dev:33
github.com/SebastianM/tinystate,num_dependents_deps.dev:0
github.com/arobson/anvil.output,num_dependents_deps.dev:0
github.com/godq/pyresttest,
github.com/pboulch/nativescript-gtm,num_dependents_deps.dev:0
github.com/lxinr/conven-cli,num_dependents_deps.dev:0
github.com/pypa/alas-ce0-whatsapp,
github.com/dacamp/jsplain,num_dependents_deps.dev:0
github.com/ivanklee86/gitsecret,
github.com/fuentesfranco/kyklop,
github.com/neosiae/map-to-localstorage,num_dependents_deps.dev:0
github.com/baserproject/baserjs,num_dependents_deps.dev:0
github.com/diwap/jirakosaar,
github.com/raypulver/kickass-so,num_dependents_deps.dev:0
github.com/lotoss/react-svg-inline-loader,num_dependents_deps.dev:0
github.com/rijx/openapi-server,num_dependents_deps.dev:0
github.com/marcosschroh/youtube-audio-downloader,
github.com/cloudconvert/cloudconvert-java,num_dependents_deps.dev:0
github.com/jneubrand/special-draw-mask,num_dependents_deps.dev:0
github.com/kevinpollet/pika-plugin-pkg-node,num_dependents_deps.dev:0
github.com/ruanyf/tiny-browser-require,num_dependents_deps.dev:0
github.com/gothicfann/golang,num_dependents_deps.dev:0
github.com/Shahistha16/StarWarsNames,num_dependents_deps.dev:0
github.com/JustBeingAbdi/DOuath,num_dependents_deps.dev:0
github.com/hunterchristian/puppeteer-login,num_dependents_deps.dev:0
github.com/sul-dlss/rgeoserver,num_dependents_deps.dev:0
github.com/JakeC2i/cms-lib,num_dependents_deps.dev:0
github.com/tracker1/node-stream-limit-throughput,
github.com/webpanel/i18n,num_dependents_deps.dev:0
github.com/a3drian/FoodSpy-shared,
github.com/FrankHassanabad/suricata-sid-database,num_dependents_deps.dev:0
github.com/davecra/OfficeJS.dialogs,num_dependents_deps.dev:0
github.com/canonicalwebteam/django_views,
github.com/ufukhalis/when,num_dependents_deps.dev:0
github.com/trupin/crawlable,num_dependents_deps.dev:0
github.com/frontmeans/dom-events,num_dependents_deps.dev:0
github.com/krivtsov/project-lvl1-s69,num_dependents_deps.dev:0
github.com/wuyanxin/ihttp,num_dependents_deps.dev:0
github.com/markoradak/styled-responsive-props,num_dependents_deps.dev:0
github.com/vamtiger-project/vamtiger-is-remote-url,num_dependents_deps.dev:2
github.com/ruhmesmeile/css-element-queries,
github.com/borisdj/EFCore.BulkExtensions,criticality_score:0.447550
github.com/octopusrain/hundun-ui,num_dependents_deps.dev:0
github.com/mgm87/rxrs,num_dependents_deps.dev:0
github.com/LucasNeevs/story-react-6,num_dependents_deps.dev:0
github.com/tep/net-peercredlistener,num_dependents_deps.dev:0
github.com/StefanYohansson/react-video-preview,num_dependents_deps.dev:0
github.com/podefr/louisedb,
github.com/rijs/backpressure,num_dependents_deps.dev:0
github.com/umd_mith/hathild,
github.com/tuna2134/cb0t.py,
github.com/tunnckocore/get-last-value,num_dependents_deps.dev:0
github.com/limodou/vue-cli-plugin-cool-front,num_dependents_deps.dev:0
github.com/etcher-be/elib_miz,
github.com/robertfrankzhang/MLContainers,
github.com/stephane-vanraes/svelte-toggleable,num_dependents_deps.dev:0
github.com/peppelinux/django-auto-serializer,
github.com/monstercat/go-klaviyo,num_dependents_deps.dev:0
github.com/jsvine/tinyapi,
github.com/dr-js/dr-run,num_dependents_deps.dev:0
github.com/ttskch/svg-paper,num_dependents_deps.dev:0
github.com/joyent/node-zutil,
github.com/easechao/dbcustom,num_dependents_deps.dev:0
github.com/torfuzx/gb,num_dependents_deps.dev:0
github.com/rajatk16/eg-keycloak-token-plugin,num_dependents_deps.dev:0
github.com/isoengas/ngx-gauge,num_dependents_deps.dev:0
github.com/CONP-PCNO/conp-pipeline,
github.com/witty-services/ngx-form,num_dependents_deps.dev:0
github.com/jonnyynnoj/haxball-replay-parser-js,num_dependents_deps.dev:0
github.com/ad12/msk_seg_util,
github.com/joakimrapp/promise-throttler,num_dependents_deps.dev:0
github.com/HsiehShuJeng/cdk-comprehend-s3olap,
github.com/Octavia0509/discord-levels,num_dependents_deps.dev:0
github.com/anudeepND/blacklist,criticality_score:0.397130
github.com/yoannisj/sass-archie,num_dependents_deps.dev:0
github.com/radixxko/liqd-logger,num_dependents_deps.dev:0
github.com/canonical-webteam/http,
github.com/syaau/react-only-form,num_dependents_deps.dev:0
github.com/jimberlage/bs-intl,num_dependents_deps.dev:0
github.com/ustbhuangyi/better-scroll,"criticality_score:0.548810,num_dependents_deps.dev:3499"
github.com/fluent/fluentd-kubernetes-daemonset,criticality_score:0.529390
github.com/quiz-experts/gitlab-ci-cd-specialist,num_dependents_deps.dev:0
github.com/osirisguitar/unifi-detect,num_dependents_deps.dev:0
github.com/OmarCastro/xema-js,num_dependents_deps.dev:0
github.com/QShengW/sw-ui,
github.com/AxelGueldner/css3slider,num_dependents_deps.dev:0
github.com/rorymcstay/feed_utils,
github.com/appy-one/acebase-server,num_dependents_deps.dev:0
github.com/mutualmobile/MMDrawerController,criticality_score:0.307250
github.com/josephschmitt/sub-gif-gen,num_dependents_deps.dev:0
github.com/jonschlinkert/ansi-green,num_dependents_deps.dev:5590
github.com/AppianZ/calendar,num_dependents_deps.dev:0
github.com/quillu/passy,num_dependents_deps.dev:0
github.com/jpmml/jpmml-sklearn,"criticality_score:0.403010,num_dependents_deps.dev:0"
github.com/instrumentbible/oscilloscope.js,num_dependents_deps.dev:0
github.com/kanzure/python-brlcad,
github.com/DaseinPhaos/aren_alloc,num_dependents_deps.dev:0
github.com/csstools/postcss-color-functional-notation,
github.com/prettier/stylelint-config-prettier,
github.com/tacoinfra/harbinger-lib,
github.com/ugate/sqler-postgres,num_dependents_deps.dev:0
github.com/Stradivario/gapi-microservices,num_dependents_deps.dev:0
github.com/dialogs/markdown,num_dependents_deps.dev:0
github.com/BiosBoy/webp-checker,num_dependents_deps.dev:0
github.com/ephox/boss,num_dependents_deps.dev:0
github.com/rycus86/docker_helper,
github.com/jhorman/pledge_py,
github.com/GoogleCloudPlatform/healthcare-data-harmonization,"Google,num_dependents_deps.dev:19"
github.com/bytebutcher/python-dict-display-filter,
github.com/elitah/websocket,num_dependents_deps.dev:0
github.com/zengin-code/zengin-py,
github.com/haversnail/inquirer-date-prompt,num_dependents_deps.dev:6
github.com/arjan-s/python-zipstream,
github.com/dmowcomber/dcc-go,num_dependents_deps.dev:0
github.com/rgrove/tweetslurp,num_dependents_deps.dev:0
github.com/phated/godot-nodejs-utils,num_dependents_deps.dev:0
github.com/contentstack/contentstack-python,
github.com/eriktaubeneck/ordbok,
github.com/phlax/bcp47,
github.com/mtth/sieste,num_dependents_deps.dev:0
github.com/abbotto/app-static,num_dependents_deps.dev:0
github.com/joeyguo/js-beautify-sourcemap,num_dependents_deps.dev:0
github.com/space150/clockbox,num_dependents_deps.dev:0
github.com/NikitaMel456/cwp22-1,num_dependents_deps.dev:0
github.com/l3uddz/wantarr,num_dependents_deps.dev:0
github.com/karlmjogila/mariabackup,num_dependents_deps.dev:0
github.com/Moskize91/happyts,num_dependents_deps.dev:0
github.com/desmoteo/pyblur3,
github.com/uriegel/nan-async,num_dependents_deps.dev:0
github.com/mmzp/egg-http-sig,num_dependents_deps.dev:0
github.com/cppforlife/bosh-virtualbox-cpi-release,num_dependents_deps.dev:0
github.com/jacklehamster/dok-socket-client,num_dependents_deps.dev:0
github.com/charlieroberts/sharejs.codemirror.example,num_dependents_deps.dev:0
github.com/OCHA-DAP/hdx-scraper-geonode,
github.com/manusa/presentations,num_dependents_deps.dev:0
github.com/mozilla-services/amo2kinto,
github.com/pfraze/listen-random-port,num_dependents_deps.dev:0
github.com/douglasofreitas/react-native-simple-radio-button,num_dependents_deps.dev:0
github.com/magiclen/utf8-width,num_dependents_deps.dev:131
github.com/alonewarrior/karma-parallel,num_dependents_deps.dev:0
github.com/diogoxiang/dcli,num_dependents_deps.dev:0
github.com/arijitdasgupta/BlueTransistor,num_dependents_deps.dev:0
github.com/TimboKZ/Akko,num_dependents_deps.dev:0
github.com/metabench/jsgui-node-fs2-core,num_dependents_deps.dev:0
github.com/zchtodd/Flask-UndoRedo,
github.com/salva-gglez/go-rest-api,num_dependents_deps.dev:0
github.com/wuggen/gramit,num_dependents_deps.dev:0
github.com/Erotemic/xdoctest,
github.com/megawac/semvish,num_dependents_deps.dev:0
github.com/spl0i7/pipeline,num_dependents_deps.dev:0
github.com/udevbe/canvaskit-oc,
github.com/tqc/authstarter,num_dependents_deps.dev:0
github.com/rayboot/SimpleVolleyRequest,num_dependents_deps.dev:0
github.com/moqada/dacho,num_dependents_deps.dev:0
github.com/ksachdeva/hyperledger-fabric-example,num_dependents_deps.dev:0
github.com/GitYCC/g2pW,
github.com/m-kant/vue-delayed-input-delegate,num_dependents_deps.dev:0
github.com/catdad/dcrawr,num_dependents_deps.dev:0
github.com/thgreasi/localForage-cordovaSQLiteDriver,num_dependents_deps.dev:506
github.com/helgehatt/gym-multiagent,
github.com/cpg0525/vx-refactor,num_dependents_deps.dev:0
github.com/donald-langston/createjsonfromscript,num_dependents_deps.dev:0
github.com/Hzy0913/Timetable,num_dependents_deps.dev:0
github.com/devtud/aerender,
github.com/wooorm/udhr,num_dependents_deps.dev:0
github.com/infctr/eslint-docs,num_dependents_deps.dev:0
github.com/iBaryo/gigya-cdp-cli,
github.com/mseri/rails-purecss,num_dependents_deps.dev:0
github.com/play-iot/gradle-plugin,num_dependents_deps.dev:0
github.com/andy7d0/async-func-decorators,num_dependents_deps.dev:0
github.com/fossasia/codeheat.org,criticality_score:0.506960
github.com/LaxarJS/laxar-accordion-widget,num_dependents_deps.dev:0
github.com/tttedu304/estreck-console,
github.com/chrisurwin/ci-cdtesting,num_dependents_deps.dev:0
github.com/saintedlama/resistor,num_dependents_deps.dev:0
github.com/stoe/action-permissions-cli,num_dependents_deps.dev:0
github.com/kasunkv/random-profile-generator,num_dependents_deps.dev:0
github.com/psxcode/lerna-playground,num_dependents_deps.dev:0
github.com/transferwise/create-svg-icon-sprite,num_dependents_deps.dev:6
github.com/neoinsanity/ontic,
github.com/solick/mysql-mock,num_dependents_deps.dev:0
github.com/Sintokp/mysimplenpmtest,num_dependents_deps.dev:0
github.com/seeren/babel-skeleton,num_dependents_deps.dev:0
github.com/fink-lang/prattler,num_dependents_deps.dev:10
github.com/SkReD/babel-plugin,num_dependents_deps.dev:0
github.com/d-fischer/httpanda,num_dependents_deps.dev:12
github.com/fractalPlatform/Fractal.js,num_dependents_deps.dev:0
github.com/moezilla/googletlgo,num_dependents_deps.dev:0
github.com/gemini-hlsw/gsp-math,num_dependents_deps.dev:116
github.com/kachick/st,num_dependents_deps.dev:0
github.com/anvaka/dat.gui,num_dependents_deps.dev:0
github.com/MomsFriendlyDevCo/doop-service-data,num_dependents_deps.dev:0
github.com/tolulopeoduro/tolulopefirstpackage,num_dependents_deps.dev:0
github.com/likaituan/caad,num_dependents_deps.dev:0
github.com/javiair/gophire,num_dependents_deps.dev:0
github.com/dairiki/lektor-datetime-helpers,
github.com/file/file,criticality_score:0.513010
github.com/codejamninja/js-info,num_dependents_deps.dev:34
github.com/chinchang/web-maker,criticality_score:0.370750
github.com/Financial-Times/stylelint-config-origami-component,num_dependents_deps.dev:0
github.com/bjouhier/i-json,num_dependents_deps.dev:0
github.com/beirtipol/date-converters,num_dependents_deps.dev:0
github.com/leotedo/golanguni,num_dependents_deps.dev:0
github.com/mwalbeck/nextcloud-breeze-dark,criticality_score:0.403720
github.com/rmorshea/historicity,
github.com/nicolasdao/graphql-authorize,num_dependents_deps.dev:0
github.com/coxcore/react-vac,num_dependents_deps.dev:0
github.com/stdlib-js/random-base-rayleigh,num_dependents_deps.dev:134
github.com/theequaq/badwordsplus,num_dependents_deps.dev:0
github.com/dvrkps/dojo,num_dependents_deps.dev:0
github.com/deginner/flask-bitjws,
github.com/epfl-dlab/property-inference-attacks,
github.com/pqn/neural,
github.com/Mego/react-native-nearby-modern,
github.com/tom-weatherhead/thaw-tic-tac-toe-web-service,num_dependents_deps.dev:0
github.com/helpscout/seed-publish,num_dependents_deps.dev:96
github.com/91nunocosta/prototype-python-library,
github.com/ramizahmed07/golang-movies,num_dependents_deps.dev:0
github.com/tlaplus/tlaplus,criticality_score:0.551910
github.com/hustcc/short-unique-string,num_dependents_deps.dev:0
github.com/JustinGOSSES/wellio.js,num_dependents_deps.dev:0
github.com/TylerMartinez/JSONTrie,num_dependents_deps.dev:0
github.com/jyoketsu/timeline,num_dependents_deps.dev:0
github.com/audiobahn404/wrkflo,num_dependents_deps.dev:0
github.com/jeff-hykin/quik-history,num_dependents_deps.dev:0
github.com/testeddoughnut/multistack,
github.com/justengel/pydantic_property,
github.com/hayes/tuba,num_dependents_deps.dev:0
github.com/sailshq/sails-hook-organics,
github.com/zicjin/nodegit,num_dependents_deps.dev:0
github.com/jamen/rollup-plugin-wasm,num_dependents_deps.dev:0
github.com/farmerconnect/eslint-config-node-ts,num_dependents_deps.dev:0
github.com/dustinmcbride/tuya-mock,num_dependents_deps.dev:0
github.com/Pgyer/frontend-tracker,num_dependents_deps.dev:0
github.com/ddos-kaz/project-lvl3-s334,num_dependents_deps.dev:0
github.com/jssdkcn/file-cloud-disk-uploader,num_dependents_deps.dev:0
github.com/brynbellomy/luxor,num_dependents_deps.dev:0
github.com/flotwig/keycodes-to-ps2-scan-codes,num_dependents_deps.dev:0
github.com/arxanas/git-branchless,num_dependents_deps.dev:0
github.com/leojh/money-input,
github.com/vaivanov/i18next-localStorage-cache,num_dependents_deps.dev:0
github.com/Aniket762/superstars,
github.com/cristaloleg/bitset,num_dependents_deps.dev:0
github.com/wilhelmmatilainen/chibios,num_dependents_deps.dev:0
github.com/vesper-framework/vesper,num_dependents_deps.dev:0
github.com/debezium/debezium,"criticality_score:0.679300,num_dependents_deps.dev:2721"
github.com/kekobin/axletree-command-init,num_dependents_deps.dev:0
github.com/yarkeev/git-interface,num_dependents_deps.dev:0
github.com/rgilpast/jsconversor,num_dependents_deps.dev:0
github.com/danneu/recaptcha-validator,
github.com/jimkang/mic-to-buffer,num_dependents_deps.dev:0
github.com/node-ci/nci-ssh-node,num_dependents_deps.dev:0
github.com/blauwiggle/building-microservices,num_dependents_deps.dev:0
github.com/thejameskyle/babel-plugin-ken-wheeler,num_dependents_deps.dev:0
github.com/ecedi/slick,num_dependents_deps.dev:0
github.com/stdlib-js/datasets-us-states-capitals,num_dependents_deps.dev:0
github.com/jessemillar/razer-chroma-go-wrapper,num_dependents_deps.dev:0
github.com/sushilmax93/practice,num_dependents_deps.dev:0
github.com/thanhpk/composex,num_dependents_deps.dev:0
github.com/zostera/django-charting,
github.com/dusk-network/bls12_381,num_dependents_deps.dev:6
github.com/rust-console/gba,"criticality_score:0.452370,num_dependents_deps.dev:0"
